1:39	Ci jamono jooju Maryaama jóg, gaawantu dem ci benn dëkk bu nekkoon ca tund ya ca diiwaanu Yude.
1:40	Mu dugg ca kër Sakariya, daldi nuyu Elisabet.
1:41	Naka la Elisabet dégg Maryaama di nuyoo, doomam daldi yengatu ci biiram. Noonu Xelum Yàlla mu Sell mi daldi solu Elisabet.
1:42	Elisabet wax ca kaw ne: «Barkeel nañu la ci jigéen ñi, barkeel doom ji nga ëmb!
1:43	Man maay kan, ba ndeyu sama Boroom ñëw di ma seetsi?
1:44	Maa ngi lay wax ne, naka laa la dégg ngay nuyoo rekk, sama doom ji yengu ci sama biir ndax mbég.
1:45	Barke ñeel na la, yaw mi gëm ne, li la Boroom bi yégal dina mat!»
1:46	Noonu Maryaama daldi ne:
1:47	«Sama xol a ngi màggal Boroom bi,sama xel di bég ci Yàlla sama Musalkat,
1:48	ndaxte fàttaliku na ma,man jaamam bu woyof bi.Gannaawsi tey, niti jamono yéppdinañu ma wooye ki ñu barkeel,
1:49	ndaxte Ku Màgg ki defal na ma lu réy.Turam dafa sell.
1:50	Day wàcce yërmandeem ci ñi ko ragal,ci seeni sët ba ci seeni sëtaat.
1:51	Wone na jëf yu mag ci dooley loxoom,te tas mbooloom ñiy réy-réylu,
1:52	daaneel boroom doole yi ci seen nguur,yékkati baadoolo yi.
1:53	Ñi xiif, reggal na leen ak ñam wu neex,te dàq boroom alal yi,ñu daw ak loxoy neen.
1:54	Wallu na bànni Israyil giy jaamam,di fàttaliku yërmandeem,
1:55	ni mu ko dige woon sunuy maam,jëmale ko ci Ibraayma ak askanam ba fàww.»
1:56	Noonu Maryaama toog fa Elisabet lu war a tollook ñetti weer, sog a ñibbi.
1:57	Gannaaw loolu jamono ji Elisabet war a mucc agsi, mu daldi jur doom ju góor.
1:58	Dëkkandoom yi ak mbokkam yi yég ne, Boroom bi won na ko yërmande ju réy, ñu ànd ak moom bég.
1:59	Bi bés ba dellusee, ñu ñëw xarafalsi xale ba, bëgg koo dippee baayam Sakariya.
1:60	Waaye yaayam ne leen: «Déedéet, Yaxya lay tudd.»
1:61	Ñu ne ko: «Amoo menn mbokk mu tudd noonu.»
1:62	Ñu daldi liyaar baayam, ngir xam nan la bëgg ñu tudde xale ba.
1:63	Sakariya laaj àlluwa, bind ci ne: «Yaxya la tudd.» Ñépp daldi waaru.
1:64	Ca saa sa Yàlla dindi luu gi, Sakariya daldi waxaat, di màggal Yàlla.
1:65	Waa dëkk ba bépp jaaxle, xew-xew yooyu siiw ca tundi Yude yépp.
1:66	Ñi dégg nettali, bi jëm ci mbir yooyu, dañu koo denc ci seen xol te naan: «Nu xale bii di mujje nag?» Ndaxte leeroon na ne, dooley Boroom baa ngi ànd ak moom.
1:67	Sakariya baayu Yaxya daldi fees ak Xel mu Sell mi. Noonu mu wax ci kàddug Yàlla ne:
1:68	«Cant ñeel na Boroom bi, Yàllay Israyil,ndaxte wallusi na mbooloom, ba jot leen!
1:69	Feeñal na nu Musalkat bu am doole,bi soqikoo ci askanu Daawuda jaamam,
1:70	ni mu yéglee woon bu yàggjaarale ko ci yonentam yu sell yi.
1:71	Dina nu musal ci sunuy noon,jële nu ci sunu loxoy bañaale.
1:72	Yàlla wone na yërmandeem,ji mu digoon sunuy maam,te di fàttaliku kóllëre, gi mu fas ak ñoom,
1:73	di ngiñ, li mu giñaloon sunu maam Ibraayma naan,
1:74	dina nu teqale ak sunuy noon,ngir nu man koo jaamu ci jàmm,
1:75	nu sell te jub ci kanamam sunu giiru dund.
1:76	Yaw nag doom, dinañu lay wooye yonentu Aji Kawe ji,ndaxte dinga jiitu, di yégle ñëwu Boroom bi,di ko xàllal yoon wi.
1:77	Dinga xamal mbooloom,ni leen Boroom bi man a musale,jaare ko ci seen mbaalug bàkkaar,
1:78	ndaxte Yàlla sunu Boroom fees na ak yërmande,ba tax muy wàcce ci nun jant buy fenk,
1:79	ngir leeral ñi toog ci lëndëm,takkandeeru dee tiim leen,ngir jiite nu ci yoonu jàmm.»
1:80	Noonu Yaxyaa ngi doon màgg, te xelam di ubbiku. Mu dëkk ca màndiŋ ma, ba bés ba muy feeñu bànni Israyil.
2:1	Ca jamono jooja buur bu mag bu ñuy wax Ogust joxe ndigal ne, na ñépp binduji.
2:2	Mbindu mooma, di mu jëkk ma, daje na ak jamono, ja Kiriñus nekke boroom réewu Siri.
2:3	Noonu ku nekk dem binduji ca sa dëkku cosaan.
2:4	Yuusufa nag daldi jóge Nasaret ca diiwaanu Galile, jëm ca diiwaanu Yude ca Betleyem, dëkk ba Daawuda cosaanoo, ndaxte ci askanu Daawuda la bokk.
2:5	Mu dem binduji, ànd ak Maryaama jabaram, fekk booba Maryaama ëmb.
2:6	Bi ñu nekkee Betleyem, waxtu wa mu waree mucc agsi.
2:7	Mu taawloo doom ju góor, mu laxas ko ci ay laytaay, tëral ko ca lekkukaayu jur ga, ndaxte xajuñu woon ca dalukaay ba.
2:8	Fekk booba amoon na ca gox ba ay sàmm yu daan fanaan ca tool ya, di wottu jur ga.
2:9	Noonu benn malaakam Boroom bi feeñu leen, ndamu Boroom bi daldi leer, melax, wër leen. Tiitaange ju réy jàpp leen.
2:10	Waaye malaaka mi ne leen: «Buleen tiit, ndaxte dama leen di xamal xebaar bu baax buy indi mbég mu réy ci nit ñépp.
2:11	Tey jii ca dëkku Daawuda, ab Musalkat juddul na leen fa, te mooy Almasi bi, di Boroom bi.
2:12	Ci firnde jii ngeen koy xàmmee: dingeen gis liir bu ñu laxas ci ay laytaay, tëral ko ci lekkukaayu jur.»
2:13	Bi mu waxee loolu, yeneen malaaka yu bare yu jóge asamaan, ànd ak moom, di sant Yàlla naan:
2:14	«Nañu màggal Yàlla ca asamaan su kawe sa,te ci àddina, na jàmm ji wàcc ci nit, ñi mu nangu ndax yiwam!»
2:15	Bi malaaka ya delloo ca asamaan, sàmm yi di waxante naan: «Nanu dem boog Betleyem, seeti la fa xew, li nu Boroom bi xamal.»
2:16	Ñu daldi gaawantu dem, gis Maryaama ak Yuusufa, ak liir, ba ñu tëral ca lekkukaayu jur ga.
2:17	Bi ñu leen gisee, ñu nettali la ñu leen waxoon ca mbirum xale ba.
2:18	Ñi dégg li sàmm yi doon wax ñépp daldi waaru lool.
2:19	Waaye Maryaama moom, takkoon na mbir yooyu yépp, di ko xalaat ci xolam.
2:20	Noonu sàmm ya dellu ca seen jur, di màggal Yàlla, di ko sant ci li ñu déggoon lépp te gis ko, ndaxte lépp am na, ni ko Boroom bi waxe woon.
2:21	Bi bés ba dellusee jamonoy xarafal xale ba agsi. Ñu tudde ko Yeesu, ni ko malaaka ma diglee woon, laata ko yaayam di ëmb.
2:22	Noonu jamono ji ñu leen waroon a sellale agsi, ni ko yoonu Musaa tërale. Waajuri Yeesu yi daldi koy yóbbu ca dëkku Yerusalem, ngir sédde ko Boroom bi.
2:23	Ndaxte bind nañu ci yoonu Boroom bi ne: «Bépp taaw bu góor, nañu ko sédde Boroom bi.»
2:24	Bi ñu ko yóbboo, def nañu itam sarax, ni ko yoonu Boroom bi santaanee: «ñaari pitaxu àll walla ñaari xati yu ndaw.»
2:25	Amoon na ca Yerusalem nit ku tudd Simeyon. Nit ku fonkoon yoonu Yàlla la te déggal ko, doon séentu jamono, ji Yàlla war a dëfël bànni Israyil. Xel mu Sell mi mu ngi ci moom,
2:26	te xamal na ko ne, du dee mukk te gisul Almasib Boroom bi.
2:27	Noonu Xelum Yàlla daldi yóbbu Simeyon ba ca kër Yàlla ga. Bi waajuri Yeesu indee xale ba, ngir sédde ko Yàlla, ni ko yoon wi santaanee,
2:28	Simeyon jël xale bi, leewu ko, daldi sant Yàlla ne:
2:29	«Boroom bi, nanga yiwi sa jaam,mu noppaluji ci jàmm, ni nga ko waxe.
2:30	Ndaxte sama bët tegu na ci mucc gi nga lal,
2:31	xeet yépp seede ko.
2:32	Muy leer giy leeral xeet yi,di ndamu Israyil say gaay.»
2:33	Waajuri Yeesu yi waaru ci li ñu doon wax ci xale bi.
2:34	Noonu Simeyon ñaanal leen, ba noppi ne Maryaama: «Xale bii Yàllaa ko yónni, ngir ñu bare ci Israyil daanu te yékkatiku. Def na ko it muy firnde ju ñuy weddi,
2:35	ba naqar dina xar sa xol ni jaasi. Noonu xalaati ñu bare feeñ.»
2:36	Amoon na it ca Yerusalem yonent bu ñuy wax Aana. Doomu Fanuwel mi askanoo ci Aser la woon, te Aana màggatoon na lool. Bi mu séyee, dëkk na juróom-ñaari at ak jëkkëram.
2:37	Jëkkër ja gaañu, te séyaatul. Léegi amoon na juróom-ñett-fukki at ak ñeent. Mi ngi dëkke woon a jaamu Yàlla guddi ak bëccëg ca kër Yàlla ga, di ñaan ak di woor.
2:38	Aana yem ca waxi Simeyon ya, daldi gërëm Yàlla tey yégal mbiri liir ba ñépp ñi doon séentu jamono, ji Yàlla war a jot Yerusalem.
2:39	Bi waajuri Yeesu yi matalee seen warugar ci lépp lu yoonu Boroom bi santaane woon, ñu dellu seen dëkku Nasaret ca diiwaanu Galile.
2:40	Xale baa nga doon màgg, di dëgër, mu fees ak xel te yiwu Yàlla ànd ak moom.
2:41	At mu jot nag waajuri Yeesu yi daan nañu dem Yerusalem, ngir màggali bésu Jéggi ba.
2:42	Noonu bi Yeesu amee fukki at ak ñaar, ñu dem màggal ga, ni ñu ko daan defe nakajekk.
2:43	Bi màggal ga tasee, ñu dëpp ñibbi, waaye xale ba Yeesu des Yerusalem, te ay waajuram yéguñu ko.
2:44	Ñu xalaat ne, Yeesu dafa àndoon ak ñeneen, ñi ñu bokkaloon yoon. Bi ñu doxee bésub lëmm, ñu tàmbali di ko seet ci seen bokk yi ak seen xame yi.
2:45	Bi ñu ko gisul nag, ñu daldi dellu Yerusalem, seeti ko.
2:46	Ca gannaaw ëllëg sa ñu fekk ko ca kër Yàlla ga, mu toog ci jàngalekati Yawut yi, di déglu ak di laajte.
2:47	Ñépp ñi dégg li mu wax yéemu ci xel, mi mu àndal, ak ni mu doon tontoo.
2:48	Naka la ko waajuram yi gis, ñu daldi waaru. Yaayam ne ko: «Sama doom, lu tax nga def nu lii? Man ak sa baay nu ngi la doon seet, jaaxle lool.»
2:49	Mu ne leen: «Lu tax ngeen may seet? Xanaa xamuleen ne, damaa war a nekk ci sama kër Baay?»
2:50	Waaye xamuñu li kàddoom yi doon tekki.
2:51	Noonu Yeesu daldi ànd ak ñoom, dellu Nasaret te déggal ay waajuram. Fekk yaayam moom takk mbir yooyu yépp ci xolam.
2:52	Yeesoo ngi doon màgg ci jëmm, tey yokku ci xam-xam te neex Yàlla ak nit ñi.
3:1	Fukkeelu at ak juróom ci nguuru Tibeer Sesaar, fekk Poñsë Pilaat yilif diiwaanu Yude, Erodd yilif diiwaanu Galile, Filib magam yilif diiwaanu Iture ak bu Tarakonit, te Lisañas yilif Abilen.
3:2	Te it Anas ak Kayif nekkoon saraxalekat yu mag ya. Ca jamono jooja la kàddug Yàlla wàcc ci Yaxya, doomu Sakariya, ca màndiŋ ma.
3:3	Yaxya daldi dugg àll, bi wër dexu Yurdan gépp, di waaree nii: «Tuubleen seeni bàkkaar, ba noppi ma sóob leen ci ndox, ngir Yàlla baal leen seeni bàkkaar.»
3:4	Loolu lañu bind ci téereb waxi yonent Yàlla Esayi naan:«Am na baat buy xaacu ca màndiŋ ma ne:“Xàll-leen yoonu Boroom bi,jubal-leen fi muy jaar.
3:5	Nañu sëkk xur yi,maasale tund yi ak jànj yi.Yoon yi dëng ñu jubbanti leen,yi ñagas ñu rataxal leen.
3:6	Bu ko defee bépp mbindeef dina gismucc gi Yàlla tëral.”»
3:7	Mbooloo ma daan ñëw ngir mu sóob leen ci ndox, Yaxya daan na leen wax naan: «Yéen ñi fees ak daŋar mel ni ay co! Ku leen artu ngeen daw merum Yàlla mi nar a wàcc?
3:8	Jëfeleen nag ni ñu tuub seeni bàkkaar, te bañ a nax seen bopp naan: “Nun daal doomi Ibraayma lanu,” ndaxte maa ngi leen koy wax, Yàlla man na defal Ibraayma ay doom ci doj yii.
3:9	Sémmiñ wi tiim na reeni garab yi. Garab nag gu meññul doom yu baax, dees na ko gor, sànni ko ci safara si.»
3:10	Mbooloo ma laaj ko ne: «Lan lanu war a def nag?»
3:11	Mu ne leen: «Ku am ñaari mbubb, nga jox menn mi ki amul. Ku am ñam itam, nga bokk ko ak ki amul.»
3:12	Ay juutikat itam ñëw ca Yaxya, ngir mu sóob leen ci ndox; ñu ne ko: «Kilifa gi, lu nu war a def?»
3:13	Mu tontu leen ne: «Laajleen rekk lu jaadu.»
3:14	Ay xarekat laaj nañu ko ne: «Li jëm ci nun nag?» Mu ne leen: «Buleen néewal doole kenn, jël xaalisam ci kaw ay tëkku mbaa ci seede lu dul dëgg. Waaye doylooleen li ñu leen di fey.»
3:15	Mbooloo maa ngay xaar, di séentook a laaj ci seen xel, ndax Yaxya mooy Almasi bi.
3:16	Noonu Yaxya tontu leen ñoom ñépp ne: «Man maa ngi leen di sóob ci ndox. Waaye ki ma ëpp kàttan dina ñëw te yeyoowumaa tekki ay dàllam. Kooku dina leen sóob ci Xel mu Sell mi ak safara.
3:17	Layoom mu ngi ci loxoom, ngir jéri dàgga ja, ba mu set; pepp ma dina ko def ca sàqam, waaye xatax ba dina ko lakk ci safara su dul fey mukk.»
3:18	Noonu Yaxya teg ca yeneen dénkaane yu bare, di yégal nit ña xebaar bu baax ba.
3:19	Waaye Yaxya yedd na Erodd boroom diiwaanu Galile, ndaxte dafa takkoon Erojàdd, jabaru magam, te it boole woon na ci yeneen ñaawteef,
3:20	ba faf tëj Yaxya kaso.
3:21	Noonu Yaxya sóob mbooloo mépp ci ndox, sóobaale it Yeesu. Bi Yeesu di ñaan nag, asamaan daldi ubbiku.
3:22	Noonu Xel mu Sell mi daldi wàcc ci moom, yor jëmmu pitax, te baat bu jóge asamaan jib ne: «Yaa di sama Doom, ji ma bëgg; ci yaw laa ame bànneex.»
3:23	Bi Yeesu di tàmbali liggéeyam, amoon na lu war a tollu ci fanweeri at, di doomu Yuusufa ci bëti nit ñi.Te Yuusufa mooy doomu Eli,
3:24	miy doomu Matat.Matat, Lewi mooy baayam; Lewi, Melki;Melki, Yanayi; Yanayi, Yuusufa;
3:25	Yuusufa, Matacas; Amos; Naxum; Esli; Nagayi.
3:26	Nagayi, Maat; Matacas; Semeyin; Yoseg; Yoda.
3:27	Yoda, Yowanan mooy baayam; Yowanan, Resa;Resa, Sorobabel. Kooku Salacel a ko jur; Salacel, Neri;
3:28	Neri, Melki; Adi; Kosam; Elmadam; Er.
3:29	Er, Yeesu; Eliyeser; Yorim; Matat; Lewi;
3:30	Simeyon; Yuda; Yuusufa; Yonam; Eliyakim.
3:31	Eliyakim, Meleya; Meleya, Mena;Mena, Matata; Matata, Natan;Natan, Daawuda.
3:32	Daawuda mooy doomu Yese;Yese, Obedd; Bowas; Salmon; Naason.
3:33	Naason; Aminadab; Aminadab, Admin;Arni; Esrom; Fares; Yuda;
3:34	Yanqóoba; Isaaxa; Ibraayma; Teraa; Naxor;
3:35	Serug; Ragaw; Faleg; Eber; Sala.
3:36	Sala, Kaynam mooy baayam; Kaynam, Arpagsàdd;Arpagsàdd, Sem; Sem, Nóoyin; Nóoyin, Lemeg;
3:37	Lemeg, Matusala; Enog, Yaredd; Maleleel; Kaynan;
3:38	Enos; Set; Set doomu Aadama;Aadama doomu Yàlla.
4:1	Noonu Yeesu fees ak Xel mu Sell mi, jóge dexu Yurdan.
4:2	Xelum Yàlla mi yóbbu ko ca màndiŋ ma, mu nekk fa ñeent-fukki fan, jànkoonte ak fiiri Seytaane. Lekkul woon dara ci fan yooya, te gannaaw gi mu xiif.
4:3	Noonu Seytaane ne ko: «Boo dee Doomu Yàlla, santal doj wii mu nekk mburu.»
4:4	Yeesu tontu ko ne: «Mbind mi nee na: “Nit du dunde mburu rekk.”»
4:5	Seytaane yóbbu na ko fu kawe. Ci xef-ak-xippi mu won ko réewi àddina sépp,
4:6	ne ko: «Dinaa la jox bépp sañ-sañu nguur yii ak seen ndam ndaxte jébbal nañu ma ko, te ku ma soob laa koy jox.
4:7	Kon boo ma màggalee, dinga moom lépp.»
4:8	Yeesu tontu ko ne: «Mbind mi nee na: “Nanga màggal Yàlla sa Boroom te jaamu ko moom rekk.”»
4:9	Seytaane yóbbu na ko Yerusalem, teg ko ca njobbaxtalu kër Yàlla ga ne ko: «Boo dee Doomu Yàlla, tëbal jëm ci suuf,
4:10	ndaxte Mbind mi nee na:“Dina jox ay malaakaam ndigal ci sa mbir,ñu sàmm la,
4:11	dinañu la leewu ci seeni loxo,ngir nga bañ a fakkastalu ciw doj.”»
4:12	Yeesu tontu ko ne: «Bind nañu ne: “Bul diiŋat Yàlla, sa Boroom.”»
4:13	Bi mu ko lalalee fiiram yi mu am yépp, Seytaane daldi sore Yeesu, di xaar yeneen jamono.
4:14	Yeesu dellu diiwaanu Galile, fees ak dooley Xelum Yàlla, te turam siiw ca diiwaan booba bépp.
4:15	Muy jàngale ca seeni jàngu, te ñépp di ko tagg.
4:16	Yeesu dem Nasaret fa mu yaroo, te ca bésu noflaay ba, mu dugg ca jàngu ba, ni mu ko daan defe. Noonu mu taxaw ngir jàngal mbooloo mi.
4:17	Ñu jox ko téereb yonent Yàlla Esayi. Bi mu ko ubbee, mu gis bérab, ba ñu bind aaya yii:
4:18	«Xelum Boroom baa ngi ci man,ndaxte moo ma tànn,ngir ma yégal néew doole yi xebaar bu baax bi.Dafa maa yónni,ngir ma yégal jaam ñi ne, dinañu leen goreel,yégal gumba yi ne, dinañu gis,te jot ñi ñu noot,
4:19	tey yégle atum yiw, mi jóge ci Boroom bi.»
4:20	Bi mu jàngee aaya yooyu ba noppi, mu ub téere bi, delloo ko ki koy denc, toog. Ñépp ña nekkoon ca jàngu ba dékk koy bët.
4:21	Noonu mu daldi ne: «Tey jii, loolu Mbind mi wax mat na, bi ngeen koy déglu.»
4:22	Ñépp di seede lu rafet ci Yeesu, di waaru ci wax ju neex, ji mu doon yégle, ñu naan: «Ndax kii du doomu Yuusufa?»
4:23	Mu daldi leen ne: «Xam naa ne dingeen ma ne: “Fajkat bi, fajal sa bopp. Yég nanu li xew Kapernawum, defal lu ni mel fii ci réew mi nga dëkk.”»
4:24	Mu tegaat ca ne: «Ci dëgg maa ngi leen koy wax, ab yonent kenn du ko teral ca réewam.
4:25	Ci dëgg maa ngi leen koy wax, ca jamonoy Iliyas, bi mu tawul lu mat ñetti at ak genn-wàll, te xiif bu metti am ca réew mépp, amoon na ca Israyil jigéen yu bare yu seen jëkkër faatu.
4:26	Moona Yàlla yónniwul Iliyas ci kenn ci ñoom, waaye mu yebal ko ci jigéen ju jëkkëram faatu, ju dëkk Sarebta, ca wetu Sidon.
4:27	Te it amoon na ca Israyil, ca jamonoy yonent Yàlla Alisa, ay nit ñu bare ñu gaana. Waaye fajul ci kenn ku dul Naaman, mi dëkkoon réewu Siri.»
4:28	Bi ñu déggee wax yooya, ñépp ña nekkoon ca jàngu ba daldi fees ak mer.
4:29	Noonu ñu jóg, génne ko dëkk ba, yóbbu ko ca mbartalum tund, wa ñu sanc seen dëkk, ngir bëmëx ko ci suuf.
4:30	Waaye moom mu jaar ci seen biir, dem yoonam.
4:31	Gannaaw loolu Yeesu dem Kapernawum, ab dëkk ca diiwaanu Galile.
4:32	Mu jàngal leen ca bésu noflaay ba, ñu waaru ca njàngaleem, ndaxte dafa wax ak sañ-sañ.
4:33	Noonu am na ci jàngu bi nit ku rab jàpp. Mu daldi xaacu ne:
4:34	«Moo! Yaw Yeesum Nasaret, loo nuy fexeel? Ndax dangaa ñëw ngir alag nu? Xam naa la, yaa di Aji Sell ji jóge ci Yàlla!»
4:35	Waaye Yeesu gëdd ko naan: «Noppil te génn ci moom!» Noonu rab wi daaneel nit ki ci suuf ci kanamu ñépp, daldi génn ci moom te gaañu ko.
4:36	Bi loolu amee ñépp waaru, ñuy waxante ci seen biir naan: «Céy jii wax! Ci sañ-sañ ak doole lay sant rab yi, ñu daldi génn.»
4:37	Noonu turam siiw ca diiwaan bépp.
4:38	Bi mu jógee ci jàngu bi, Yeesu dafa dem kër Simoŋ. Gorob Simoŋ bu jigéen dafa feebar, ba yaram wi tàng lool. Ñu naan Yeesu, mu dimbali leen ci.
4:39	Mu randusi, tiim ko, gëdd tàngoor wi, mu dem. Noonu tàngoor wi wàcc, soxna si jóg ca saa sa, di leen topptoo.
4:40	Bi jant sowee, ñu indil Yeesu ñi wopp ñépp ak ay jàngoro yu wuute. Kenn ku nekk mu teg la loxo, wéral la.
4:41	Te it ay rab di génn ca nit ña te di yuuxu naan: «Yaay Doomu Yàlla!» Noonu mu gëdd leen, te mayu leen, ñu wax dara, ndaxte xam nañu ne, mooy Almasi bi.
4:42	Ca njël gu jëkk Yeesu génn, dem ca bérab bu wéet. Mbooloo ma di ko seet. Bi ñu ko gisee, ñu koy wut a téye, ngir bañ mu dem.
4:43	Waaye mu ne leen: «Damaa war a dem ci yeneen dëkk yi, ngir yégle xebaar bu baax bi ci nguuru Yàlla, ndaxte looloo tax ñu yónni ma.»
4:44	Noonu mu dem di waare ca jàngu ya ca réewu Yawut ya.
5:1	Benn bés Yeesu taxaw ca tefesu dexu Senesaret. Mbooloo ma wër ko, di buuxante ngir déglu kàddug Yàlla.
5:2	Noonu mu gis ñaari gaal yu teer ca tefes ga, nappkat ya ca wàcce, di raxas seeni mbaal.
5:3	Mu dugg ci genn gaal, fekk muy gu Simoŋ, mu ne ko, mu joow ba sore tuuti. Noonu Yeesu toog ca gaal ga, di jàngal mbooloo ma.
5:4	Bi mu jàngalee ba noppi, mu ne Simoŋ: «Joowal gaal gi, ba fa ndox ma gën a xóote, ngeen sànni fa seeni mbaal ngir napp.»
5:5	Simoŋ tontu ko ne: «Kilifa gi, coono lanu fanaane biig te jàppunu dara. Waaye nag dinaa ko sànni ci sa ndigal.»
5:6	Naka lañu sànni mbaal yi, jàpp jën yu bare, ba mbaal yay tàmbalee xëtt.
5:7	Noonu ñu daldi liyaar seen àndandoo, yi nekk ca geneen gaal ga, ngir ñu ñëw dimbali leen. Ñooñu agsi, ñu feesal ñaari gaal yi, ba ñuy bëgg a suux.
5:8	Naka la Simoŋ Piyeer gis loolu, daldi sukk ci kanamu Yeesu ne ko: «Sore ma Boroom bi, ndaxte nitu bàkkaar laa!»
5:9	Wax na loolu nag, ndax jën yu bare ya ñu mbaaloon daf koo jaaxal, moom ak ña mu àndaloon
5:10	ak ña mu bokkaloon liggéey ba, maanaam ñaari doomi Sebede yi di Saag ak Yowaana. Yeesu ne Simoŋ: «Bul ragal dara; gannaawsi tey, ay nit ngay mbaal jëme ci man.»
5:11	Noonu ñu teer ca tefes ga, bàyyi lépp, di topp ci moom.
